split_seed	model	target_id	overall_spearman	within_condition_spearman	pseudobulk_spearman
69001	member2	NFE2L2_S40	0.7943329276069493	0.69676614463158	0.9422714899228194
69001	member2	AKT_S473	0.42924506099948584	0.32436824684975235	0.807062233749332
69001	member2	EIF4EBP1_T37_T46	0.2293761770448617	0.2503020609391908	0.37885733245902015
69001	member2	STAT6_Y641	0.44580857774434435	0.4160725698553746	0.5254916609686474
69001	member2	ZAP70_Y493	0.07375228481741344	0.07582180296353844	0.030433346727116617
69001	member2	LCK_Y505	0.25306292664598873	0.15290112095432296	0.6839967668862795
69001	member2	STAT5A_Y694	0.21382306032904264	0.1728138242184721	0.4686086824186733
69001	member2	PLCG1_Y783	0.2142317524929674	0.17291275704538453	0.5127490805340901
69001	member3	RPS6_pSitePending	0.47990274320885445	0.46629030103309355	0.5864592550504324
69001	member3	STAT3_Y705	0.4093023240998722	0.37414153085513363	0.680292463892846
69001	member3	MAPK14_pSitePending	0.5410014138764939	0.3234697785339773	0.7958366445078927
69001	member3	CREB1_S133_ATF1_S63	0.32401650854071773	0.32337549123689774	0.2869621003646397
69001	member3	JUN_pSitePending	0.336718375149886	0.294328809573652	0.5610837537128087
69001	member3	LAT_Y226	0.23018454888139794	0.24147957335515743	0.1415619107048539
69001	member3	LCP2_S376	0.480774811153654	0.4253276027769968	0.6815248207791414
69001	member3	MAP2K1_S298	0.3629107668105074	0.3004869049822001	0.5417450753689766
69001	member3	MAPK14_pSitePending_D3F9	0.5921583212757839	0.5201951997986675	0.8095354182628683
69001	member3	RELA_pSitePending_93H1	0.5754715789237875	0.4943336943250391	0.7695037275387328
69001	member3	p-Rb	0.4751172659152095	0.42879076118726156	0.6591948510618489
69001	member3	HISTONE_H3_S28	0.5441238404976324	0.5124774500411662	0.6708626692530302
69001	member3	NFE2L2_S40	0.8001510780036788	0.7073066360629581	0.9364054191502212
69001	member3	AKT_S473	0.43886857334906815	0.3502877324150202	0.7858916114963321
69001	member3	EIF4EBP1_T37_T46	0.25071585009307745	0.23690695971887904	0.13685227693146604
69001	member3	STAT6_Y641	0.499086996449432	0.44602466000786933	0.6978110052754563
69001	member3	ZAP70_Y493	0.1189070263053156	0.12507229679644336	0.09474902877182656
69001	member3	LCK_Y505	0.335433854244322	0.22410973174457444	0.6966837684881665
69001	member3	STAT5A_Y694	0.23575972740295834	0.21657979755143808	0.4267558981566913
69001	member3	PLCG1_Y783	0.26709292611942054	0.2422727218354162	0.4673161279873209
69001	mean3	RPS6_pSitePending	0.5317719786485767	0.5158662528357126	0.6496329889195381
69001	mean3	STAT3_Y705	0.4559043553195636	0.4108443919412568	0.7283936717423891
69001	mean3	MAPK14_pSitePending	0.5437479965998184	0.32207955277297406	0.8121077876192322
69001	mean3	CREB1_S133_ATF1_S63	0.3446577078967339	0.3377857221967705	0.3621172813414486
69001	mean3	JUN_pSitePending	0.3203102031299805	0.2885876488953358	0.5552692066587728
69001	mean3	LAT_Y226	0.2831286350484111	0.2694428996543253	0.24192341857964378
69001	mean3	LCP2_S376	0.5141625453621724	0.45554248361072247	0.7133587644230631
69001	mean3	MAP2K1_S298	0.3829738292139768	0.316872448707863	0.5490815897166291
69001	mean3	MAPK14_pSitePending_D3F9	0.6326660410237158	0.5617218075888586	0.8415998687099319
69001	mean3	RELA_pSitePending_93H1	0.6093696926127472	0.533927798912161	0.7841971984455103
69001	mean3	p-Rb	0.4905329433206088	0.43464320451637756	0.6903381577980671
69001	mean3	HISTONE_H3_S28	0.5956540568918163	0.5682450073326784	0.7183446383368908
69001	mean3	NFE2L2_S40	0.8130720299455403	0.7260620191622827	0.948101780335305
69001	mean3	AKT_S473	0.46712996362059944	0.37147350413895114	0.8125119640593456
69001	mean3	EIF4EBP1_T37_T46	0.2770420554327883	0.28125510851687774	0.3288277505827154
69001	mean3	STAT6_Y641	0.5185178219569258	0.46810487671959256	0.6960043356255028
69001	mean3	ZAP70_Y493	0.1137227713264807	0.11375798574298095	0.09841174540553356
69001	mean3	LCK_Y505	0.32720814783391544	0.20975808421185949	0.7012153872723058
69001	mean3	STAT5A_Y694	0.2528014817133249	0.2229563998497702	0.45743208526612217
69001	mean3	PLCG1_Y783	0.2517794200888515	0.22008435248305702	0.511535588100311
69001	rank3	RPS6_pSitePending	0.5295024156039736	0.5127792267977568	0.6450230473226273
69001	rank3	STAT3_Y705	0.4559479067039926	0.41057367390944804	0.7243228209045085
69001	rank3	MAPK14_pSitePending	0.5445142463810155	0.3236359905914765	0.8119121883172832
69001	rank3	CREB1_S133_ATF1_S63	0.34955991972440187	0.3401451416939722	0.3611187707585723
69001	rank3	JUN_pSitePending	0.32739999809201653	0.2918715831043062	0.5681143559392059
69001	rank3	LAT_Y226	0.28149233641119165	0.2696930955257212	0.20709099947426726
69001	rank3	LCP2_S376	0.5145109907701112	0.4541536532828705	0.7175255066260458
69001	rank3	MAP2K1_S298	0.3855958875603809	0.3183980096146418	0.5502585250286005
69001	rank3	MAPK14_pSitePending_D3F9	0.631811480687839	0.5602170664171396	0.8411781375320712
69001	rank3	RELA_pSitePending_93H1	0.6096463963939872	0.5331576154929475	0.7837950271978444
69001	rank3	p-Rb	0.491409720461593	0.4339990099443466	0.6842096977179764
69001	rank3	HISTONE_H3_S28	0.5924014463488991	0.5626311725552289	0.7060061389556525
69001	rank3	NFE2L2_S40	0.8124610579993321	0.7044565267220838	0.9463375700460185
69001	rank3	AKT_S473	0.467257262045415	0.3640188902716465	0.8071525425467353
69001	rank3	EIF4EBP1_T37_T46	0.27715898171701087	0.25737691783444144	0.2028062062711782
69001	rank3	STAT6_Y641	0.5191547829927655	0.4672710790603784	0.6967996137629394
69001	rank3	ZAP70_Y493	0.11870700330645774	0.11851652510800781	0.1024518256155691
69001	rank3	LCK_Y505	0.33324212697011385	0.21731987163940808	0.7036250752580241
69001	rank3	STAT5A_Y694	0.25430291986815423	0.2265496467714138	0.45968863438709395
69001	rank3	PLCG1_Y783	0.25863886153182564	0.2292852506580236	0.5044568016556289
69002	original	RPS6_pSitePending	0.5040209316690054	0.494179860161333	0.6311885430345175
69002	original	STAT3_Y705	0.43649319182275154	0.38825177663785515	0.6516623820180386
69002	original	MAPK14_pSitePending	0.5372426988129552	0.3417543967220907	0.751927475386389
69002	original	CREB1_S133_ATF1_S63	0.34406307640506445	0.34217104093975736	0.2912137409627457
69002	original	JUN_pSitePending	0.3296156349470252	0.2702202972861048	0.5435635551430575
69002	original	LAT_Y226	0.26443069690706766	0.24654327743960305	0.25993822708021225
69002	original	LCP2_S376	0.4685627737700053	0.4180081332953905	0.7132065817134895
69002	original	MAP2K1_S298	0.36459100829795926	0.2965030597648879	0.5226439056267608
69002	original	MAPK14_pSitePending_D3F9	0.5841245124609361	0.512471275411614	0.7910219657598007
69002	original	RELA_pSitePending_93H1	0.582345630072032	0.49825834298108396	0.8006910922463271
69002	original	p-Rb	0.473768280076332	0.4106167282964447	0.6212265808503948
69002	original	HISTONE_H3_S28	0.5437059420408525	0.553536422284549	0.5631575702651549
69002	original	NFE2L2_S40	0.8110545757314741	0.6853743723326466	0.9402841647222742
69002	original	AKT_S473	0.5049475525516449	0.37008113654570535	0.7964716067234565
69002	original	EIF4EBP1_T37_T46	0.23517542604326455	0.365843541241474	0.3586686637039906
69002	original	STAT6_Y641	0.5107260425262127	0.43554329948569454	0.7721349880091487
69002	original	ZAP70_Y493	0.1714171661526487	0.1573874537275827	0.2592496807319415
69002	original	LCK_Y505	0.3431202859572681	0.25022546995507844	0.6712305880757303
69002	original	STAT5A_Y694	0.273511079048002	0.23955924816561047	0.45620965802955477
69002	original	PLCG1_Y783	0.23608070844994447	0.22302634850957037	0.3344288986339869
69002	member2	RPS6_pSitePending	0.46025751139923504	0.4662804941932711	0.5444793603974247
69002	member2	STAT3_Y705	0.4020307516226347	0.3739106154097502	0.6091389397498258
69002	member2	MAPK14_pSitePending	0.5114431381865716	0.3233055563760188	0.7394347962788288
69002	member2	CREB1_S133_ATF1_S63	0.3692321055126766	0.3365719557587022	0.42651735128570284
69002	member2	JUN_pSitePending	0.29416098848653727	0.2743175074680404	0.3718347543570869
69002	member2	LAT_Y226	0.2685651616377711	0.25188892580243255	0.22547300671364368
69002	member2	LCP2_S376	0.48331841420660737	0.4213459808617729	0.7460534995407102
69002	member2	MAP2K1_S298	0.34485839830761283	0.2980251428718265	0.49548478179116806
69002	member2	MAPK14_pSitePending_D3F9	0.6127518687113331	0.5141281004351261	0.871987028919837
69002	member2	RELA_pSitePending_93H1	0.5847007655366637	0.5060516525883015	0.794211717126881
69002	member2	p-Rb	0.4915088474352382	0.43154755598595557	0.6530653197866568
69002	member2	HISTONE_H3_S28	0.533737187793199	0.530991135628845	0.5996794219731578
69002	member2	NFE2L2_S40	0.8003706569038601	0.6827808493278896	0.9335324616076989
69002	member2	AKT_S473	0.5002849619354596	0.3777346774362856	0.7798202297064861
69002	member2	EIF4EBP1_T37_T46	0.29542254009255203	0.3242774422403406	0.3847399287237848
69002	member2	STAT6_Y641	0.5221779023542412	0.44667262080423714	0.7591571263878871
69002	member2	ZAP70_Y493	0.13357038865689136	0.1430174382344927	0.13311729244647674
69002	member2	LCK_Y505	0.29036344690553734	0.2058543845603223	0.6277603043888909
69002	member2	STAT5A_Y694	0.26737007123504763	0.2511087895784725	0.3921797456336656
69002	member2	PLCG1_Y783	0.2222666174766892	0.22120361756207754	0.2594160547941828
69002	member3	RPS6_pSitePending	0.4693892730143991	0.4574160308595379	0.4598013649225989
69002	member3	STAT3_Y705	0.4329861213283217	0.395006709705938	0.6175035602655865
69002	member3	MAPK14_pSitePending	0.5374126686344189	0.33210073249362404	0.7414514696424209
69002	member3	CREB1_S133_ATF1_S63	0.3363351704723342	0.33591034284616045	0.2545254688532271
69002	member3	JUN_pSitePending	0.24928645226513788	0.2438671529374351	0.2562020308007886
69002	member3	LAT_Y226	0.28623316201547566	0.2638273338194583	0.26083376822017806
69002	member3	LCP2_S376	0.4493720944408851	0.4171385085121578	0.6046557793436781
69002	member3	MAP2K1_S298	0.35239668996538726	0.2910658703071513	0.4768955717077561
69002	member3	MAPK14_pSitePending_D3F9	0.6141096842262775	0.5209933716910635	0.8597310843551758
69002	member3	RELA_pSitePending_93H1	0.5807746600881998	0.49070562302296433	0.7885177581731982
69002	member3	p-Rb	0.4690744634480827	0.41540787873351664	0.5888432681696844
69002	member3	HISTONE_H3_S28	0.531247779518393	0.5310028780285909	0.5426319456003748
69002	member3	NFE2L2_S40	0.790032414318497	0.6700575337701552	0.9356579764834515
69002	member3	AKT_S473	0.5142327679709904	0.3786904959954329	0.7989439420000369
69002	member3	EIF4EBP1_T37_T46	0.11161905814462358	0.3276663289477176	0.19589604514479805
69002	member3	STAT6_Y641	0.5089503260644211	0.43744587061253903	0.71466952720906
69002	member3	ZAP70_Y493	0.16034166323526497	0.15691528619596018	0.23917501685348158
69002	member3	LCK_Y505	0.3483688480842973	0.24212755975548617	0.6508197320121484
69002	member3	STAT5A_Y694	0.27239234840368337	0.2343455956661032	0.4315448778412768
69002	member3	PLCG1_Y783	0.22725303898593385	0.2266040235454219	0.33349670482778176
69002	mean3	RPS6_pSitePending	0.5303344056412642	0.5137875313688931	0.7125253534064496
69002	mean3	STAT3_Y705	0.4616810453373393	0.41112469096603954	0.6663738309690703
69002	mean3	MAPK14_pSitePending	0.5541471022226564	0.35923418022412523	0.7540112325608634
69002	mean3	CREB1_S133_ATF1_S63	0.3824240077919946	0.3599625166633217	0.3921489208233923
69002	mean3	JUN_pSitePending	0.3216820845265003	0.2840461151660674	0.45703884542590645
69002	mean3	LAT_Y226	0.3026172388137752	0.2751301577821755	0.2933930101660224
69002	mean3	LCP2_S376	0.4996264011756332	0.44333534003946173	0.7446417232301934
69002	mean3	MAP2K1_S298	0.38689076929095223	0.32519950324514946	0.5222721584148649
69002	mean3	MAPK14_pSitePending_D3F9	0.6251815675127448	0.5361257686154572	0.865659928363141
69002	mean3	RELA_pSitePending_93H1	0.608546252238658	0.5273737361695074	0.807764153211637
69002	mean3	p-Rb	0.5008235551072371	0.440751363036944	0.6379040362006572
69002	mean3	HISTONE_H3_S28	0.584070146818303	0.5853007151361447	0.6340546338937283
69002	mean3	NFE2L2_S40	0.8181035184060886	0.7043609777832835	0.9410161090458489
69002	mean3	AKT_S473	0.5285535871048321	0.4002873422322509	0.7996831209503904
69002	mean3	EIF4EBP1_T37_T46	0.2394617260690886	0.36696428510686496	0.3845127498370569
69002	mean3	STAT6_Y641	0.5447350576121868	0.4705640749583663	0.7768764603253866
69002	mean3	ZAP70_Y493	0.20308699560692958	0.1820438147844849	0.3440607816126415
69002	mean3	LCK_Y505	0.36526646839718757	0.2607408709090762	0.6716054177686536
69002	mean3	STAT5A_Y694	0.3016569738003354	0.26855228121262276	0.4726824366396024
69002	mean3	PLCG1_Y783	0.2635804011102521	0.2506324207952183	0.33796815180602563
69002	rank3	RPS6_pSitePending	0.5291601569120044	0.5100105118547145	0.6991159444413619
69002	rank3	STAT3_Y705	0.46114693385426136	0.4094087996155587	0.6644602267473044
69002	rank3	MAPK14_pSitePending	0.5522211382477018	0.35926817221342516	0.7551813423588377
69002	rank3	CREB1_S133_ATF1_S63	0.3794408487405558	0.358205756377716	0.3714944484516698
69002	rank3	JUN_pSitePending	0.31466726599635825	0.2810175140131622	0.4373072678737663
69002	rank3	LAT_Y226	0.30327163665704515	0.269845508460198	0.28445443168297296
69002	rank3	LCP2_S376	0.4976860374748184	0.4394191364922991	0.728506784540741
69002	rank3	MAP2K1_S298	0.38584787497960676	0.3221798305692852	0.5151596416924054
69002	rank3	MAPK14_pSitePending_D3F9	0.6253582823052934	0.5356084631245679	0.865503954823158
69002	rank3	RELA_pSitePending_93H1	0.6085633234740061	0.5258033826713451	0.8062740818830259
69002	rank3	p-Rb	0.500175984597424	0.43603731546418467	0.6290936889283446
69002	rank3	HISTONE_H3_S28	0.5929485352789207	0.5796763093677713	0.6137429334122448
69002	rank3	NFE2L2_S40	0.81695763364594	0.683734067493997	0.9383411320103324
69002	rank3	AKT_S473	0.5283524128477033	0.3887176295594111	0.8027205977547207
69002	rank3	EIF4EBP1_T37_T46	0.24585318147903043	0.26370382578571305	0.28178843727281483
69002	rank3	STAT6_Y641	0.5455725027535838	0.4691285753376874	0.7750861553447137
69002	rank3	ZAP70_Y493	0.2061722823699147	0.18292047834357825	0.355412329742978
69002	rank3	LCK_Y505	0.3629455455297907	0.2593580665501806	0.669611669040177
69002	rank3	STAT5A_Y694	0.30231554244873776	0.2681787438202056	0.4697509971826123
69002	rank3	PLCG1_Y783	0.26378974848360354	0.2501862983736015	0.33580055114760765
69003	original	RPS6_pSitePending	0.4664966575661954	0.4910497770244899	0.34424252377883346
69003	original	STAT3_Y705	0.43810944777675387	0.40463491445502914	0.6832398935292211
69003	original	MAPK14_pSitePending	0.5078472686377964	0.28541378419514674	0.8217317057744785
69003	original	CREB1_S133_ATF1_S63	0.3581387789774227	0.34313172388688695	0.4659386890908421
69003	original	JUN_pSitePending	0.3063781231111523	0.27352974234190214	0.5034668223858679
69003	original	LAT_Y226	0.2625404385056067	0.2677297323326553	0.2264494782218484
69003	original	LCP2_S376	0.5054781738961469	0.4666821483740877	0.670313431857789
69003	original	MAP2K1_S298	0.26895769077767917	0.2974976951223309	0.22197573136450316
69003	original	MAPK14_pSitePending_D3F9	0.5963275790935245	0.5091295463568937	0.8049227390097288
69003	original	RELA_pSitePending_93H1	0.5567081613636148	0.49595344768492783	0.7587842954771487
69003	original	p-Rb	0.4651496707625907	0.4402027103731073	0.563434968301801
69003	original	HISTONE_H3_S28	0.6049044296760652	0.5592373472110788	0.7605257679026601
69003	original	NFE2L2_S40	0.7974662353596359	0.668443248793143	0.9216168322721177
69003	original	AKT_S473	0.44543607459850126	0.3301689485402273	0.7977637062729286
69003	original	EIF4EBP1_T37_T46	0.2497922574802128	0.25656950215650437	0.43812452629473475
69003	original	STAT6_Y641	0.5196762166271395	0.4824973242553276	0.6313942811356108
69003	original	ZAP70_Y493	0.12196704276394957	0.12453390644639284	0.07570636382987567
69003	original	LCK_Y505	0.3150757384312056	0.18698153514272406	0.709474861403316
69003	original	STAT5A_Y694	0.2626991906400172	0.2171098937424519	0.5173409014183109
69003	original	PLCG1_Y783	0.1689388149038017	0.24702181915521507	-0.11285894280720876
69003	member2	RPS6_pSitePending	0.43310711521897544	0.48896921868614507	0.27862604917596295
69003	member2	STAT3_Y705	0.4350435675171332	0.39680641203686295	0.6899648294210143
69003	member2	MAPK14_pSitePending	0.5444768244218279	0.27071264256772654	0.8149011411539488
69003	member2	CREB1_S133_ATF1_S63	0.3500846522195385	0.3368201536320348	0.4290400791646241
69003	member2	JUN_pSitePending	0.3225443564076081	0.2883798030774278	0.5182067682698599
69003	member2	LAT_Y226	0.2501440713619734	0.25235360702371756	0.22469141639480789
69003	member2	LCP2_S376	0.4851865724277777	0.4398020911664265	0.6545393994138965
69003	member2	MAP2K1_S298	0.3245235904112421	0.28446811399294214	0.5635776371549509
69003	member2	MAPK14_pSitePending_D3F9	0.6015542181655602	0.5043943606342896	0.8090609652211491
69003	member2	RELA_pSitePending_93H1	0.5872759955043888	0.5039217519073209	0.7768816736051839
69003	member2	p-Rb	0.4336791214373813	0.4102942729211697	0.5313162280014168
69003	member2	HISTONE_H3_S28	0.5755880960250163	0.5546710203984276	0.6848071772386776
69003	member2	NFE2L2_S40	0.7948897600124573	0.6666068908169597	0.9255170009759804
69003	member2	AKT_S473	0.4419559857206052	0.3314082903939328	0.7883257345150784
69003	member2	EIF4EBP1_T37_T46	0.24607686320741773	0.2685014374973335	0.438419655792624
69003	member2	STAT6_Y641	0.5121804929249869	0.47576710072485123	0.6307638073099274
69003	member2	ZAP70_Y493	0.1253552670684717	0.13267484730334184	0.11580274411540233
69003	member2	LCK_Y505	0.29904229860404175	0.18050164346264644	0.7026427958953666
69003	member2	STAT5A_Y694	0.2105952550328231	0.2123079099276792	0.21501981759743877
69003	member2	PLCG1_Y783	0.24857723670448134	0.21084310510014595	0.5557701579415156
69003	member3	RPS6_pSitePending	0.46169404098177086	0.4703775440110829	0.4750363178326468
69003	member3	STAT3_Y705	0.4715688163796942	0.4026067591952042	0.759471096700451
69003	member3	MAPK14_pSitePending	0.5433248483369507	0.2682497647018706	0.8102114402171884
69003	member3	CREB1_S133_ATF1_S63	0.37515802154676225	0.3640769145588514	0.48332308937788915
69003	member3	JUN_pSitePending	0.341038929315424	0.31460593561964584	0.5277246772868599
69003	member3	LAT_Y226	0.24484447885434119	0.23934603697420773	0.3050172985984444
69003	member3	LCP2_S376	0.47479609177059723	0.4391333852121973	0.6151345939619556
69003	member3	MAP2K1_S298	0.3645592846111247	0.29052025799326175	0.6526822835852764
69003	member3	MAPK14_pSitePending_D3F9	0.6089456277191092	0.5140680550373531	0.8147942623895871
69003	member3	RELA_pSitePending_93H1	0.5777379743364872	0.5034516018118943	0.7626782427510537
69003	member3	p-Rb	0.46210728748252183	0.42206291062433904	0.5826594493085413
69003	member3	HISTONE_H3_S28	0.6046697929408807	0.5406905387180377	0.7877269948547971
69003	member3	NFE2L2_S40	0.7935282175426301	0.6720582188556308	0.9149038353866865
69003	member3	AKT_S473	0.45179212950731773	0.3223932164601795	0.7935470539241706
69003	member3	EIF4EBP1_T37_T46	0.1818338136748395	0.22989555976239545	0.4080110236596107
69003	member3	STAT6_Y641	0.5220480477543112	0.48885186408855646	0.6359343855990723
69003	member3	ZAP70_Y493	0.14019899493565263	0.12207398613353046	0.25932495637504915
69003	member3	LCK_Y505	0.3435841476829524	0.19527592276760583	0.7309114809142584
69003	member3	STAT5A_Y694	0.24929982236226594	0.21292182819173736	0.4649548892698922
69003	member3	PLCG1_Y783	0.2602663965089995	0.2394319097866535	0.5095965540495144
69003	mean3	RPS6_pSitePending	0.5151091756714877	0.5288230455834766	0.46959577434764255
69003	mean3	STAT3_Y705	0.47672734046015824	0.4272199215539361	0.7404633751635094
69003	mean3	MAPK14_pSitePending	0.566997117020897	0.3039860196647109	0.8255027210765858
69003	mean3	CREB1_S133_ATF1_S63	0.3781379286982395	0.36641128241376525	0.4731330985448942
69003	mean3	JUN_pSitePending	0.34836504205803615	0.31548469646677163	0.5601129987202342
69003	mean3	LAT_Y226	0.27441773504849953	0.2786266188656808	0.26108773387945644
69003	mean3	LCP2_S376	0.5111105275193975	0.4763957422955842	0.6584308582775722
69003	mean3	MAP2K1_S298	0.36323544010571257	0.3208926623265134	0.5964325321481865
69003	mean3	MAPK14_pSitePending_D3F9	0.6138424763112107	0.5252497856178479	0.816464400388524
69003	mean3	RELA_pSitePending_93H1	0.5942346794780329	0.5251097089080229	0.7783328315039371
69003	mean3	p-Rb	0.47187918792223765	0.45278077923787935	0.5694461379458506
69003	mean3	HISTONE_H3_S28	0.624947805510502	0.5786594646909803	0.8073240548810582
69003	mean3	NFE2L2_S40	0.8038548977475699	0.6856731183747827	0.9264546209363224
69003	mean3	AKT_S473	0.4672853921391083	0.35154181386982386	0.8040670999957491
69003	mean3	EIF4EBP1_T37_T46	0.2530617058477708	0.27157035538386365	0.5140805685189193
69003	mean3	STAT6_Y641	0.5337069307895235	0.5058687144145082	0.6418762944917381
69003	mean3	ZAP70_Y493	0.1521971349035173	0.14723868501320453	0.22265695675070116
69003	mean3	LCK_Y505	0.3548775377640056	0.20996560621054347	0.7285406478224218
69003	mean3	STAT5A_Y694	0.2897328785925223	0.24706898060328636	0.5267255258632918
69003	mean3	PLCG1_Y783	0.25784435057210287	0.25445103495274063	0.3986611523495984
69003	rank3	RPS6_pSitePending	0.5235990091022444	0.5272451544620935	0.4969657984603376
69003	rank3	STAT3_Y705	0.47704460074376265	0.42605456507408634	0.7462182385539351
69003	rank3	MAPK14_pSitePending	0.5643666780123583	0.30393824218670634	0.8267809344643987
69003	rank3	CREB1_S133_ATF1_S63	0.38055469981340406	0.3681626368365187	0.4775756912181515
69003	rank3	JUN_pSitePending	0.3490519652648507	0.3179816875525729	0.5580372496386911
69003	rank3	LAT_Y226	0.2749545096649318	0.2761344093906128	0.2604793175783787
69003	rank3	LCP2_S376	0.5093332181110187	0.4694822637540075	0.6616330275077161
69003	rank3	MAP2K1_S298	0.35958956895501776	0.3204934403208365	0.5931710558075762
69003	rank3	MAPK14_pSitePending_D3F9	0.6139970198978301	0.5196996014838017	0.8170267811003584
69003	rank3	RELA_pSitePending_93H1	0.5950699629264333	0.5225690464145251	0.779655006805802
69003	rank3	p-Rb	0.4757271696347929	0.4501001431826494	0.5726416714153829
69003	rank3	HISTONE_H3_S28	0.6300290205091528	0.5767642665833821	0.8026043701460447
69003	rank3	NFE2L2_S40	0.8039365538325376	0.6464908061919553	0.9253497667944881
69003	rank3	AKT_S473	0.4659625620781878	0.34205912535397065	0.7992005151839223
69003	rank3	EIF4EBP1_T37_T46	0.25348452555597106	0.23090454217589193	0.322102167924185
69003	rank3	STAT6_Y641	0.533486196919466	0.5036865526544072	0.6365880080193167
69003	rank3	ZAP70_Y493	0.15578579296443126	0.14935297192917482	0.24257606059943243
69003	rank3	LCK_Y505	0.3537394558824885	0.21012718685881884	0.7282130071082522
69003	rank3	STAT5A_Y694	0.28876553939054855	0.24672623209943806	0.5236175014868252
69003	rank3	PLCG1_Y783	0.26058927081440036	0.25447403930268464	0.40918463920954823
69004	original	RPS6_pSitePending	0.44878255165790015	0.4361134364775174	0.55331597336843
69004	original	STAT3_Y705	0.3614826080848589	0.37561711590029606	0.5962393880606733
69004	original	MAPK14_pSitePending	0.516772081270506	0.2402169771407789	0.808007092115583
69004	original	CREB1_S133_ATF1_S63	0.35004509250964877	0.3421083952527654	0.39365467647616814
69004	original	JUN_pSitePending	0.3396939661115525	0.29137440578428336	0.5446253250244268
69004	original	LAT_Y226	0.21257601526293438	0.23511860605444365	0.19179880869897
69004	original	LCP2_S376	0.5247997595852785	0.46247564035868416	0.7275873299718213
69004	original	MAP2K1_S298	0.3361382173069662	0.2530236346263099	0.6131740550415826
69004	original	MAPK14_pSitePending_D3F9	0.5505412854912711	0.44192359742771126	0.7789944788458436
69004	original	RELA_pSitePending_93H1	0.5348977526642821	0.4245763142826218	0.8067535267284532
69004	original	p-Rb	0.49095497292824386	0.4657652856547835	0.5440010481280524
69004	original	HISTONE_H3_S28	0.4972103496245858	0.4468816467665192	0.7091723936542254
69004	original	NFE2L2_S40	0.8053961328164451	0.6196737378843353	0.9184489019092605
69004	original	AKT_S473	0.47960236710788756	0.3428391663532804	0.8031156759538517
69004	original	EIF4EBP1_T37_T46	0.0806432394020073	0.19137976311174423	-0.04318271147277187
69004	original	STAT6_Y641	0.5639654733074184	0.4798484464687116	0.7885007374270838
69004	original	ZAP70_Y493	0.15888450593323286	0.17651169720915064	0.161355863705568
69004	original	LCK_Y505	0.3535009428466638	0.1956327004194475	0.7439927460660066
69004	original	STAT5A_Y694	0.2335144678591048	0.20311387816992593	0.5298131235324872
69004	original	PLCG1_Y783	0.24700476784690217	0.256717618189418	0.3726961820949994
